geneSymbol,DSI,DPI,score,EI,NofPmids,diseaseClass,diseaseType,filtered_diseaseClass
WNT5A,0.443,0.808,0.34,1.0,1,"C04,C08",disease,"C04,C08"
WNT5A,0.443,0.808,0.3,,0,"C16,C05,C19",phenotype,"C16,C05,C19"
WNT5A,0.443,0.808,0.3,1.0,1,C13,group,C13
WNT5A,0.443,0.808,0.33,1.0,1,C08,disease,C08
WNT5A,0.443,0.808,0.31,1.0,1,"C04,C13",disease,"C04,C13"
WNT5A,0.443,0.808,0.33,1.0,0,"C16,C13,C05,C12,C19",disease,"C16,C13,C05,C12,C19"
WNT5A,0.443,0.808,0.3,1.0,1,C08,disease,C08
WNT5A,0.443,0.808,0.33,1.0,1,C08,disease,C08
WNT5A,0.443,0.808,0.3,1.0,1,C08,disease,C08
WNT7A,0.531,0.692,0.3,1.0,1,"C04,C13,C12",group,"C04,C13,C12"
WNT7A,0.531,0.692,0.3,,0,"C16,C05",disease,"C16,C05"
WNT7A,0.531,0.692,0.3,1.0,1,"C04,C13,C12",disease,"C04,C13,C12"
WNT7A,0.531,0.692,0.35,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
WNT7A,0.531,0.692,0.35,1.0,1,"C04,C13,C19",disease,"C04,C13,C19"
WNT7A,0.531,0.692,0.3,1.0,1,C13,group,C13
WNT7A,0.531,0.692,0.3,1.0,1,"C18,C10",disease,"C18,C10"
WNT7A,0.531,0.692,0.3,1.0,1,"C18,C10",disease,"C18,C10"
WNT7A,0.531,0.692,0.3,1.0,1,"C18,C10",disease,"C18,C10"
WNT8A,0.839,0.192,0.41,1.0,1,"C23,C14",disease,"C23,C14"
WNT8A,0.839,0.192,0.3,1.0,1,"C23,C14",disease,"C23,C14"
WNT8A,0.839,0.192,0.3,1.0,1,"C23,C14",phenotype,"C23,C14"
WNT8A,0.839,0.192,0.3,1.0,1,"C23,C14",phenotype,"C23,C14"
WNT10B,0.576,0.654,0.35,1.0,1,"C04,C17",disease,"C04,C17"
WNT10B,0.576,0.654,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
WNT10B,0.576,0.654,0.3,1.0,1,"C04,C12",group,"C04,C12"
WNT10B,0.576,0.654,0.31,1.0,1,"C04,C12",disease,"C04,C12"
WNT10B,0.576,0.654,0.35,1.0,1,"C04,C17",disease,"C04,C17"
WNT10B,0.576,0.654,0.3,1.0,1,"C04,C17",disease,"C04,C17"
WNT10B,0.576,0.654,0.31,1.0,1,"C04,C17",group,"C04,C17"
WNT10B,0.576,0.654,0.3,1.0,1,"C04,C17",disease,"C04,C17"
WNT11,0.608,0.654,0.3,1.0,1,C16,group,C16
WNT11,0.608,0.654,0.3,1.0,1,"C23,C16",disease,"C23,C16"
WNT11,0.608,0.654,0.3,1.0,1,"C23,C16",disease,"C23,C16"
WNT11,0.608,0.654,0.3,1.0,1,"C23,C16",disease,"C23,C16"
WNT2B,0.644,0.615,0.4,1.0,1,"C10,C14",group,"C10,C14"
WNT2B,0.644,0.615,0.3,1.0,1,"C10,C14",disease,"C10,C14"
WRN,0.524,0.808,0.4,1.0,0,C04,group,C04
WRN,0.524,0.808,0.41,1.0,0,"C04,C10",disease,"C04,C10"
WRN,0.524,0.808,0.41,1.0,0,C04,disease,C04
WRN,0.524,0.808,0.4,1.0,1,C23,disease,C23
WRN,0.524,0.808,0.3,1.0,1,C18,phenotype,C18
WRN,0.524,0.808,0.3,1.0,1,C18,group,C18
WRN,0.524,0.808,0.3,1.0,1,C18,disease,C18
WT1,0.422,0.808,0.48,1.0,0,"C16,C11",disease,"C16,C11"
WT1,0.422,0.808,0.4,1.0,1,"C04,C17",disease,"C04,C17"
WT1,0.422,0.808,0.32,1.0,1,"C06,C04",disease,"C06,C04"
WT1,0.422,0.808,0.3,1.0,1,"C06,C04",group,"C06,C04"
WT1,0.422,0.808,0.3,,0,C11,group,C11
WT1,0.422,0.808,0.35,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.42,1.0,1,"C13,C12",disease,"C13,C12"
WT1,0.422,0.808,0.51,1.0,1,C23,phenotype,C23
WT1,0.422,0.808,0.4,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.7,0.959,2,C04,disease,C04
WT1,0.422,0.808,0.4,1.0,1,"C04,C15",disease,"C04,C15"
WT1,0.422,0.808,0.34,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.4,1.0,1,"C04,C08",group,"C04,C08"
WT1,0.422,0.808,0.3,1.0,2,C04,disease,C04
WT1,0.422,0.808,0.31,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.33,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.4,1.0,1,"C06,C04,C19",disease,"C06,C04,C19"
WT1,0.422,0.808,0.3,1.0,1,"C06,C04",group,"C06,C04"
WT1,0.422,0.808,0.31,1.0,1,"C13,C19",disease,"C13,C19"
WT1,0.422,0.808,0.3,1.0,1,"C13,C19",disease,"C13,C19"
WT1,0.422,0.808,0.43,1.0,1,"C23,C16",disease,"C23,C16"
WT1,0.422,0.808,0.34,0.8,1,"C04,C08",disease,"C04,C08"
WT1,0.422,0.808,0.3,1.0,1,"C23,C16",disease,"C23,C16"
WT1,0.422,0.808,0.3,1.0,1,"C23,C16",disease,"C23,C16"
WT1,0.422,0.808,0.42,1.0,0,"C23,C13,C12",group,"C23,C13,C12"
WT1,0.422,0.808,0.3,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.6,1.0,2,"C04,C08",disease,"C04,C08"
WT1,0.422,0.808,0.33,1.0,1,"C06,C04,C19",disease,"C06,C04,C19"
WT1,0.422,0.808,0.3,1.0,1,"C06,C04",disease,"C06,C04"
WT1,0.422,0.808,0.4,1.0,1,"C04,C17",disease,"C04,C17"
WT1,0.422,0.808,0.3,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.3,1.0,1,"C04,C17",disease,"C04,C17"
WT1,0.422,0.808,0.39,1.0,1,"C04,C17",group,"C04,C17"
WT1,0.422,0.808,0.35,1.0,1,C04,disease,C04
WT1,0.422,0.808,0.3,1.0,1,"C13,C12",disease,"C13,C12"
WT1,0.422,0.808,0.3,1.0,1,C11,disease,C11
WT1,0.422,0.808,0.3,1.0,2,C04,disease,C04
WT1,0.422,0.808,0.34,1.0,2,"C16,C04,C13,C12",disease,"C16,C04,C13,C12"
WT1,0.422,0.808,0.3,1.0,1,"C13,C19",disease,"C13,C19"
WT1,0.422,0.808,0.3,1.0,1,"C13,C19",disease,"C13,C19"
WT1,0.422,0.808,0.3,1.0,1,"C04,C17",disease,"C04,C17"
XBP1,0.477,0.846,0.4,1.0,2,F03,disease,F03
XBP1,0.477,0.846,0.33,1.0,1,C06,disease,C06
XBP1,0.477,0.846,0.33,1.0,1,C04,disease,C04
XBP1,0.477,0.846,0.3,1.0,1,C18,phenotype,C18
XBP1,0.477,0.846,0.36,0.333,3,F03,disease,F03
XBP1,0.477,0.846,0.3,1.0,1,C04,disease,C04
XBP1,0.477,0.846,0.3,1.0,1,C18,phenotype,C18
XBP1,0.477,0.846,0.37,1.0,1,C06,disease,C06
XBP1,0.477,0.846,0.3,1.0,1,C04,disease,C04
XBP1,0.477,0.846,0.31,1.0,1,F03,disease,F03
XBP1,0.477,0.846,0.3,1.0,1,C18,phenotype,C18
XBP1,0.477,0.846,0.3,,0,F03,disease,F03
XBP1,0.477,0.846,0.36,1.0,1,C06,disease,C06
XBP1,0.477,0.846,0.31,1.0,1,C06,disease,C06
XDH,0.529,0.846,0.3,1.0,1,F03,disease,F03
XDH,0.529,0.846,0.3,1.0,1,C04,group,C04
XDH,0.529,0.846,0.3,1.0,1,F03,disease,F03
XDH,0.529,0.846,0.3,1.0,1,"C16,C18,C05",disease,"C16,C18,C05"
XDH,0.529,0.846,0.3,1.0,1,C14,group,C14
XDH,0.529,0.846,0.32,1.0,1,C14,disease,C14
XDH,0.529,0.846,0.34,1.0,1,C14,disease,C14
XDH,0.529,0.846,0.3,1.0,1,C23,phenotype,C23
XDH,0.529,0.846,0.3,1.0,1,C14,disease,C14
XDH,0.529,0.846,0.3,1.0,1,"C04,C22",phenotype,C04
XDH,0.529,0.846,0.3,1.0,1,C04,phenotype,C04
XDH,0.529,0.846,0.3,1.0,1,C23,phenotype,C23
XDH,0.529,0.846,0.3,1.0,1,C23,phenotype,C23
XDH,0.529,0.846,0.3,1.0,1,"C08,C14",disease,"C08,C14"
XDH,0.529,0.846,0.5,1.0,1,"C23,C14",disease,"C23,C14"
XDH,0.529,0.846,0.3,1.0,1,C15,phenotype,C15
XDH,0.529,0.846,0.3,1.0,1,C04,disease,C04
XDH,0.529,0.846,0.3,1.0,1,C04,disease,C04
XDH,0.529,0.846,0.3,1.0,1,C04,disease,C04
XDH,0.529,0.846,0.3,1.0,1,C04,phenotype,C04
XDH,0.529,0.846,0.3,1.0,1,C14,disease,C14
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",phenotype,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C08,C14",disease,"C08,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",disease,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",disease,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",disease,"C23,C10,C14"
XDH,0.529,0.846,0.6,1.0,1,C23,disease,C23
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",phenotype,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",phenotype,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",phenotype,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",phenotype,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C23,C10,C14",phenotype,"C23,C10,C14"
XDH,0.529,0.846,0.3,1.0,1,"C04,C22",disease,C04
XDH,0.529,0.846,0.3,1.0,1,F03,disease,F03
XDH,0.529,0.846,0.3,1.0,1,F03,disease,F03
XDH,0.529,0.846,0.3,1.0,1,F03,disease,F03
XDH,0.529,0.846,0.3,1.0,1,C14,disease,C14
XDH,0.529,0.846,0.3,1.0,1,C14,phenotype,C14
XIST,0.522,0.808,0.3,1.0,1,"C01,C08",disease,"C01,C08"
XIST,0.522,0.808,0.3,,0,C16,disease,C16
XK,0.575,0.654,0.3,1.0,2,C10,disease,C10
XK,0.575,0.654,0.3,1.0,1,F03,group,F03
XK,0.575,0.654,0.3,1.0,1,F03,group,F03
XK,0.575,0.654,0.3,1.0,2,C15,group,C15
XK,0.575,0.654,0.3,1.0,1,C10,group,C10
XK,0.575,0.654,0.3,1.0,2,C10,group,C10
XK,0.575,0.654,0.3,1.0,1,C10,disease,C10
XK,0.575,0.654,0.3,1.0,1,F03,disease,F03
XK,0.575,0.654,0.3,1.0,2,"C16,C10",disease,"C16,C10"
XK,0.575,0.654,0.3,1.0,2,C10,disease,C10
XK,0.575,0.654,0.3,1.0,1,"C16,C10",disease,"C16,C10"
XK,0.575,0.654,0.3,1.0,1,F03,disease,F03
XK,0.575,0.654,0.3,1.0,1,C10,group,C10
XPA,0.52,0.846,0.38,1.0,2,"C04,C17",disease,"C04,C17"
XPA,0.52,0.846,0.32,1.0,0,C04,disease,C04
XPA,0.52,0.846,0.39,1.0,0,C04,disease,C04
XPA,0.52,0.846,0.3,1.0,1,"C06,C04",group,"C06,C04"
XPA,0.52,0.846,0.3,1.0,1,"C06,C04",group,"C06,C04"
XPA,0.52,0.846,0.41,1.0,0,C04,disease,C04
XPA,0.52,0.846,0.33,1.0,2,"C04,C17",group,"C04,C17"
XPA,0.52,0.846,0.7,1.0,1,"C16,C04,C18,C17",disease,"C16,C04,C18,C17"
XPA,0.52,0.846,0.3,,0,"C04,C17",disease,"C04,C17"
XPA,0.52,0.846,0.3,1.0,1,"C06,C04",disease,"C06,C04"
XPA,0.52,0.846,0.3,1.0,1,"C06,C04",disease,"C06,C04"
XPA,0.52,0.846,0.3,1.0,1,C04,disease,C04
XPA,0.52,0.846,0.3,1.0,2,C23,phenotype,C23
XPA,0.52,0.846,0.3,1.0,2,C23,phenotype,C23
XPA,0.52,0.846,0.4,1.0,1,"C23,C10,F03,F01",group,"C23,C10,F03,F01"
XPA,0.52,0.846,0.42,1.0,1,C04,disease,C04
XPC,0.504,0.808,0.3,1.0,1,"C16,C18",group,"C16,C18"
XPC,0.504,0.808,0.3,1.0,1,F03,disease,F03
XPC,0.504,0.808,0.3,1.0,1,C23,group,C23
XPC,0.504,0.808,0.3,,0,C04,disease,C04
XPC,0.504,0.808,0.35,1.0,1,"C04,C08",disease,"C04,C08"
XPC,0.504,0.808,0.56,0.714,1,C04,disease,C04
XPC,0.504,0.808,0.3,1.0,1,C23,group,C23
XPC,0.504,0.808,0.3,1.0,1,"C06,C04",group,"C06,C04"
XPC,0.504,0.808,0.35,1.0,2,"C04,C08",group,"C04,C08"
XPC,0.504,0.808,0.5,0.909,0,C04,disease,C04
XPC,0.504,0.808,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
XPC,0.504,0.808,0.31,1.0,1,"C23,C04",phenotype,"C23,C04"
XPC,0.504,0.808,0.7,0.974,1,"C16,C04,C18,C17",disease,"C16,C04,C18,C17"
XPC,0.504,0.808,0.45,0.8,0,"C04,C17",disease,"C04,C17"
XPC,0.504,0.808,0.32,1.0,2,C04,disease,C04
XPC,0.504,0.808,0.3,1.0,1,C23,phenotype,C23
XPC,0.504,0.808,0.4,1.0,2,"C04,C08",disease,"C04,C08"
XPC,0.504,0.808,0.3,1.0,1,"C06,C04",disease,"C06,C04"
XPC,0.504,0.808,0.3,1.0,1,"C16,C18",disease,"C16,C18"
XPC,0.504,0.808,0.3,1.0,1,C23,phenotype,C23
XPC,0.504,0.808,0.3,1.0,1,C23,phenotype,C23
XPNPEP2,0.716,0.346,0.4,1.0,1,"C17,C20,C14",phenotype,"C17,C20,C14"
XPNPEP2,0.716,0.346,0.3,1.0,1,"C23,C06",disease,"C23,C06"
XPNPEP2,0.716,0.346,0.31,1.0,1,"C13,C19",disease,"C13,C19"
XPNPEP2,0.716,0.346,0.3,1.0,1,"C13,C19",disease,"C13,C19"
XPNPEP2,0.716,0.346,0.3,1.0,1,"C13,C19",disease,"C13,C19"
XPNPEP2,0.716,0.346,0.3,1.0,1,"C13,C19",disease,"C13,C19"
XPO1,0.504,0.692,0.3,1.0,1,"C23,C14",disease,"C23,C14"
XPO1,0.504,0.692,0.44,1.0,0,"C04,C20,C15",disease,"C04,C20,C15"
XPO1,0.504,0.692,0.3,1.0,1,"C04,C12",group,"C04,C12"
XPO1,0.504,0.692,0.3,1.0,1,"C23,C14",disease,"C23,C14"
XPO1,0.504,0.692,0.34,1.0,1,"C04,C12",disease,"C04,C12"
XPO1,0.504,0.692,0.3,1.0,1,"C23,C14",phenotype,"C23,C14"
XPO1,0.504,0.692,0.3,1.0,1,"C23,C14",phenotype,"C23,C14"
XRCC1,0.421,0.923,0.3,1.0,1,C23,phenotype,C23
XRCC1,0.421,0.923,0.4,0.893,1,C04,disease,C04
XRCC1,0.421,0.923,0.4,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
XRCC1,0.421,0.923,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
XRCC1,0.421,0.923,0.4,0.906,1,"C06,C04",disease,"C06,C04"
XRCC1,0.421,0.923,0.3,1.0,2,C04,disease,C04
XRCC1,0.421,0.923,0.32,1.0,3,"C04,C12",group,"C04,C12"
XRCC1,0.421,0.923,0.33,1.0,1,F03,disease,F03
XRCC1,0.421,0.923,0.32,1.0,1,"C06,C04",group,"C06,C04"
XRCC1,0.421,0.923,0.32,1.0,1,"C23,C17",phenotype,"C23,C17"
XRCC1,0.421,0.923,0.3,1.0,1,C04,disease,C04
XRCC1,0.421,0.923,0.4,0.75,1,"C06,C04",disease,"C06,C04"
XRCC1,0.421,0.923,0.4,0.963,3,"C04,C12",disease,"C04,C12"
XRCC1,0.421,0.923,0.3,1.0,1,C04,disease,C04
XRCC1,0.421,0.923,0.3,1.0,2,C23,phenotype,C23
XRCC1,0.421,0.923,0.3,1.0,2,C23,phenotype,C23
XRCC1,0.421,0.923,0.3,1.0,1,"C06,C04",disease,"C06,C04"
XRCC1,0.421,0.923,0.31,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
XRCC2,0.512,0.731,0.4,0.84,1,"C04,C17",disease,"C04,C17"
XRCC2,0.512,0.731,0.3,1.0,1,C04,disease,C04
XRCC2,0.512,0.731,0.3,1.0,1,C04,disease,C04
XRCC2,0.512,0.731,0.3,1.0,1,"C16,C10",disease,"C16,C10"
XRCC2,0.512,0.731,0.4,0.846,1,"C04,C17",disease,"C04,C17"
XRCC2,0.512,0.731,0.3,1.0,1,"C04,C17",disease,"C04,C17"
XRCC2,0.512,0.731,0.32,1.0,1,"C04,C17",group,"C04,C17"
XRCC2,0.512,0.731,0.42,1.0,1,C15,group,C15
XRCC2,0.512,0.731,0.3,1.0,1,"C04,C17",disease,"C04,C17"
XRCC3,0.505,0.769,0.4,0.917,1,"C04,C17",disease,"C04,C17"
XRCC3,0.505,0.769,0.33,0.8,2,"C04,C17",disease,"C04,C17"
XRCC3,0.505,0.769,0.32,1.0,1,"C06,C04",group,"C06,C04"
XRCC3,0.505,0.769,0.31,1.0,1,C04,group,C04
XRCC3,0.505,0.769,0.3,1.0,1,C04,group,C04
XRCC3,0.505,0.769,0.3,1.0,1,C25,disease,C25
XRCC3,0.505,0.769,0.4,0.636,1,"C06,C04",disease,"C06,C04"
XRCC3,0.505,0.769,0.3,1.0,1,C04,phenotype,C04
XRCC3,0.505,0.769,0.36,0.5,1,C04,disease,C04
XRCC3,0.505,0.769,0.3,1.0,1,C04,disease,C04
XRCC3,0.505,0.769,0.3,1.0,1,C04,group,C04
XRCC3,0.505,0.769,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
XRCC3,0.505,0.769,0.31,1.0,2,"C04,C17",group,"C04,C17"
XRCC3,0.505,0.769,0.3,1.0,1,"C06,C04",group,"C06,C04"
XRCC3,0.505,0.769,0.35,1.0,1,C04,disease,C04
XRCC3,0.505,0.769,0.32,1.0,1,"C06,C04",disease,"C06,C04"
XRCC3,0.505,0.769,0.5,0.915,1,"C04,C17",disease,"C04,C17"
XRCC3,0.505,0.769,0.3,1.0,1,C04,disease,C04
XRCC3,0.505,0.769,0.3,1.0,1,C04,disease,C04
XRCC3,0.505,0.769,0.3,1.0,1,C04,group,C04
XRCC3,0.505,0.769,0.3,1.0,1,"C04,C17",disease,"C04,C17"
XRCC3,0.505,0.769,0.3,1.0,1,C04,disease,C04
XRCC3,0.505,0.769,0.36,1.0,1,"C04,C17",group,"C04,C17"
XRCC3,0.505,0.769,0.3,1.0,1,"C06,C04",disease,"C06,C04"
XRCC3,0.505,0.769,0.3,1.0,1,"C04,C17",disease,"C04,C17"
XRCC3,0.505,0.769,0.35,0.8,1,C04,disease,C04
XRCC4,0.528,0.769,0.3,1.0,1,C23,group,C23
XRCC4,0.528,0.769,0.3,1.0,1,C23,group,C23
XRCC4,0.528,0.769,0.3,1.0,1,"C16,C06,C04,C18",group,"C16,C06,C04,C18"
XRCC4,0.528,0.769,0.44,0.75,1,"C16,C05,C19",disease,"C16,C05,C19"
XRCC4,0.528,0.769,0.31,1.0,1,F03,disease,F03
XRCC4,0.528,0.769,0.3,1.0,1,"C23,C16,C05,C10,C19",disease,"C23,C16,C05,C10,C19"
XRCC4,0.528,0.769,0.43,0.667,1,"C05,C10,C19",disease,"C05,C10,C19"
XRCC4,0.528,0.769,0.3,1.0,1,"C04,C15",disease,"C04,C15"
XRCC4,0.528,0.769,0.3,1.0,1,"C16,C06,C04,C18",disease,"C16,C06,C04,C18"
XRCC4,0.528,0.769,0.3,1.0,1,"C16,C04",disease,"C16,C04"
XRCC4,0.528,0.769,0.3,1.0,1,"C16,C06,C04,C18",disease,"C16,C06,C04,C18"
XRCC5,0.554,0.808,0.31,1.0,1,"C25,F03",disease,"C25,F03"
XRCC5,0.554,0.808,0.36,1.0,1,C04,disease,C04
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",disease,"C16,C14"
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",group,"C16,C14"
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",phenotype,"C16,C14"
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",disease,"C16,C14"
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",disease,"C16,C14"
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",disease,"C16,C14"
YES1,0.638,0.577,0.3,1.0,1,"C16,C14",disease,"C16,C14"
YY1,0.481,0.808,0.4,0.913,1,C04,group,C04
YY1,0.481,0.808,0.3,1.0,1,"C04,C13",disease,"C04,C13"
YY1,0.481,0.808,0.3,1.0,1,"C01,C20",group,"C01,C20"
YY1,0.481,0.808,0.3,1.0,1,"C23,C10,F03,F01",disease,"C23,C10,F03,F01"
YY1,0.481,0.808,0.3,1.0,1,"C23,C10,F03,F01",phenotype,"C23,C10,F03,F01"
YY1,0.481,0.808,0.4,0.929,1,C04,group,C04
YY1,0.481,0.808,0.3,1.0,1,C04,group,C04
YY1,0.481,0.808,0.3,1.0,1,C23,phenotype,C23
YY1,0.481,0.808,0.3,1.0,1,"C23,C10,F03,F01",disease,"C23,C10,F03,F01"
YY1,0.481,0.808,0.6,1.0,1,"C23,C10,F03,F01",group,"C23,C10,F03,F01"
YY1,0.481,0.808,0.32,1.0,1,"C04,C13",disease,"C04,C13"
YY1,0.481,0.808,0.3,1.0,1,"C01,C20",disease,"C01,C20"
YWHAE,0.53,0.692,0.32,0.5,2,F03,disease,F03
YWHAE,0.53,0.692,0.34,1.0,1,"C23,C04",phenotype,"C23,C04"
YWHAE,0.53,0.692,0.45,0.5,4,F03,disease,F03
YWHAG,0.621,0.5,0.3,1.0,1,"C23,C06",disease,"C23,C06"
YWHAG,0.621,0.5,0.41,1.0,1,"C23,C10,F03,F01",group,"C23,C10,F03,F01"
YWHAH,0.743,0.269,0.3,1.0,1,"C18,C19",disease,"C18,C19"
YWHAH,0.743,0.269,0.31,1.0,1,F03,disease,F03
YWHAH,0.743,0.269,0.3,1.0,1,"C18,C19",disease,"C18,C19"
YWHAH,0.743,0.269,0.3,1.0,1,C14,group,C14
YWHAH,0.743,0.269,0.3,1.0,1,C14,group,C14
YWHAH,0.743,0.269,0.3,1.0,1,"C18,C19",disease,"C18,C19"
YWHAH,0.743,0.269,0.3,1.0,1,C14,group,C14
YWHAZ,0.475,0.846,0.33,0.8,5,F03,disease,F03
YWHAZ,0.475,0.846,0.31,1.0,1,C04,group,C04
YWHAZ,0.475,0.846,0.3,1.0,1,"C23,C06",disease,"C23,C06"
YWHAZ,0.475,0.846,0.3,1.0,1,"C04,C22",phenotype,C04
YWHAZ,0.475,0.846,0.3,1.0,1,C04,phenotype,C04
YWHAZ,0.475,0.846,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
YWHAZ,0.475,0.846,0.31,1.0,1,F03,disease,F03
YWHAZ,0.475,0.846,0.3,1.0,1,C04,disease,C04
YWHAZ,0.475,0.846,0.3,1.0,1,C04,disease,C04
YWHAZ,0.475,0.846,0.3,1.0,1,C04,disease,C04
YWHAZ,0.475,0.846,0.3,1.0,1,C04,phenotype,C04
YWHAZ,0.475,0.846,0.3,1.0,1,"C04,C22",disease,C04
ZAP70,0.497,0.769,0.3,1.0,1,C20,disease,C20
ZAP70,0.497,0.769,0.31,1.0,1,C20,group,C20
ZAP70,0.497,0.769,0.6,0.846,2,"C16,C18,C20",disease,"C16,C18,C20"
ZAP70,0.497,0.769,0.3,1.0,1,"C16,C18,C20",disease,"C16,C18,C20"
ZAP70,0.497,0.769,0.42,1.0,0,"C16,C18,C20",disease,"C16,C18,C20"
ZAP70,0.497,0.769,0.32,1.0,1,"C16,C18,C20",disease,"C16,C18,C20"
ZAP70,0.497,0.769,0.3,1.0,1,"C16,C20",disease,"C16,C20"
SF1,0.751,0.423,0.3,1.0,1,C04,disease,C04
ZFP36,0.523,0.692,0.3,1.0,1,"C23,C17",disease,"C23,C17"
ZFP36,0.523,0.692,0.36,1.0,1,C05,disease,C05
ZFP36,0.523,0.692,0.34,1.0,2,C23,phenotype,C23
ZFP36,0.523,0.692,0.31,1.0,1,C17,disease,C17
ZFP36,0.523,0.692,0.3,1.0,1,C23,phenotype,C23
ZFP36,0.523,0.692,0.3,1.0,1,C23,phenotype,C23
ZFP36,0.523,0.692,0.3,1.0,1,"C23,C04",phenotype,"C23,C04"
ZFP36,0.523,0.692,0.3,1.0,1,"C23,C17",disease,"C23,C17"
ZFP36,0.523,0.692,0.3,1.0,1,C14,disease,C14
ZFP36,0.523,0.692,0.3,1.0,1,"C23,C17",disease,"C23,C17"
ZFP36,0.523,0.692,0.31,1.0,1,C05,disease,C05
ZFP36,0.523,0.692,0.3,1.0,1,"C23,C17",phenotype,"C23,C17"
ZFP36,0.523,0.692,0.34,1.0,1,"C06,C04",disease,"C06,C04"
ZFP36,0.523,0.692,0.3,1.0,1,"C23,C17",disease,"C23,C17"
ZFP37,0.89,0.192,0.3,1.0,1,"C23,C06",disease,"C23,C06"
ZIC1,0.545,0.731,0.43,1.0,0,"C16,C05",disease,"C16,C05"
ZIC1,0.545,0.731,0.3,,0,"C16,C05",disease,"C16,C05"
ZIC1,0.545,0.731,0.3,,0,"C16,C05",disease,"C16,C05"
ZIC1,0.545,0.731,0.4,,0,"C16,C05",disease,"C16,C05"
ZIC1,0.545,0.731,0.3,,0,"C16,C05",disease,"C16,C05"
ZIC1,0.545,0.731,0.3,,0,"C16,C05",disease,"C16,C05"
ZIC1,0.545,0.731,0.3,,0,"C16,C05",disease,"C16,C05"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.34,0.8,1,"C16,C10",group,"C16,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C04,C12",group,"C04,C12"
ZIC2,0.556,0.769,0.52,1.0,1,F03,disease,F03
ZIC2,0.556,0.769,0.5,1.0,0,"C16,C05,C10",disease,"C16,C05,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.32,1.0,1,"C04,C12",disease,"C04,C12"
ZIC2,0.556,0.769,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ZIC2,0.556,0.769,0.31,1.0,1,"C06,C04",disease,"C06,C04"
ZIC3,0.587,0.423,0.3,1.0,1,C05,group,C05
ZIC3,0.587,0.423,0.4,1.0,1,"C16,C14",disease,"C16,C14"
ZIC3,0.587,0.423,0.3,,0,C06,disease,C06
ZIC3,0.587,0.423,0.4,,0,"C23,C16,C10",disease,"C23,C16,C10"
ZIC3,0.587,0.423,0.3,1.0,1,"C16,C05",group,"C16,C05"
ZIC3,0.587,0.423,0.3,1.0,1,C23,phenotype,C23
ZIC3,0.587,0.423,0.41,1.0,0,"C16,C06,C05,C10,C14",disease,"C16,C06,C05,C10,C14"
ZIC3,0.587,0.423,0.52,0.889,0,"C16,C15,C14",disease,"C16,C15,C14"
ZIC3,0.587,0.423,0.3,,0,"C16,C15,C14",disease,"C16,C15,C14"
ZIC3,0.587,0.423,0.3,1.0,1,"C16,C06",group,"C16,C06"
